white,black,pieza,casilla,respuestas,ganan,tablas,pierden,aguantan,plies,gana1,gana2,sindef
14455,23366,1,esquina,24,1,0,23,9,8,56.8,42.4,0.8
14455,23366,4,centro,24,4,0,20,16,12,56.5,42.6,0.9
14455,23366,5,esquina,24,1,0,23,5,10,56.4,43.1,0.5
14455,23366,5,centro,24,4,0,20,16,12,55.5,43.7,0.8
14455,23366,4,esquina,24,1,0,23,5,10,55.5,43.7,0.8
14455,23366,5,lado,24,7,0,17,12,10,52.7,46.1,1.2
14455,23366,1,centro,24,4,0,20,24,12,51.7,46.1,2.2
14455,23366,4,lado,24,7,0,17,12,10,50.0,48.2,1.8
14455,23366,1,lado,24,12,0,12,12,8,43.8,55.1,1.1
22455,13366,2,esquina,24,1,0,23,7,8,56.5,43.3,0.2
22455,13366,5,centro,24,4,0,20,16,12,54.5,44.8,0.7
22455,13366,5,esquina,24,1,0,23,5,10,54.0,44.6,1.4
22455,13366,4,centro,24,4,0,20,16,12,52.9,46.6,0.5
22455,13366,4,esquina,24,1,0,23,5,10,52.1,47.5,0.4
22455,13366,2,centro,24,4,0,20,20,12,51.1,47.3,1.6
22455,13366,5,lado,24,7,0,17,12,10,50.0,48.9,1.1
22455,13366,4,lado,24,7,0,17,12,10,48.0,51.3,0.7
22455,13366,2,lado,24,11,0,13,12,8,42.8,56.5,0.7
23455,12366,2,esquina,32,1,0,31,7,8,65.2,34.3,0.5
23455,12366,5,esquina,32,1,0,31,5,10,63.8,35.3,0.9
23455,12366,3,esquina,32,1,0,31,5,8,63.5,36.0,0.5
23455,12366,4,esquina,32,1,0,31,5,10,62.3,37.4,0.3
23455,12366,2,centro,32,4,0,28,24,12,61.0,37.9,1.1
23455,12366,3,centro,32,4,0,28,20,12,60.2,39.2,0.6
23455,12366,5,centro,32,4,0,28,20,12,59.0,40.5,0.5
23455,12366,4,centro,32,4,0,28,20,12,57.8,41.3,0.9
23455,12366,5,lado,32,9,0,23,15,10,56.8,42.3,0.9
23455,12366,4,lado,32,9,0,23,15,10,54.3,44.6,1.1
23455,12366,3,lado,32,11,2,19,15,8,53.6,46.0,0.4
23455,12366,2,lado,32,14,0,18,15,8,50.7,48.3,1.0
23455,12456,5,centro,40,4,0,36,24,12,61.8,37.7,0.5
23455,12456,2,esquina,40,2,0,38,10,8,58.0,41.2,0.8
23455,12456,5,esquina,40,2,0,38,6,10,57.1,41.5,1.4
23455,12456,4,esquina,40,2,0,38,8,8,56.9,42.9,0.2
23455,12456,3,esquina,40,2,0,38,10,8,56.7,42.4,0.9
23455,12456,5,lado,40,8,0,32,19,10,54.8,44.8,0.4
23455,12456,4,centro,40,8,0,32,24,12,52.6,46.8,0.6
23455,12456,2,centro,40,8,0,32,28,12,52.3,47.1,0.6
23455,12456,3,centro,40,8,0,32,28,12,51.0,48.5,0.5
23455,12456,4,lado,40,10,2,28,19,8,48.8,50.5,0.7
23455,12456,3,lado,40,10,2,28,19,8,47.1,52.5,0.4
23455,12456,2,lado,40,13,2,25,19,8,46.2,53.2,0.6
24455,12366,4,esquina,32,1,0,31,5,10,63.4,36.2,0.4
24455,12366,5,esquina,32,1,0,31,5,10,63.0,36.0,1.0
24455,12366,5,centro,32,4,0,28,20,12,61.6,37.4,1.0
24455,12366,2,esquina,32,1,0,31,7,8,61.5,38.0,0.5
24455,12366,4,centro,32,4,0,28,20,12,61.2,38.1,0.7
24455,12366,2,centro,32,4,0,28,24,12,56.3,43.0,0.7
24455,12366,5,lado,32,9,0,23,15,10,55.6,43.3,1.1
24455,12366,4,lado,32,9,0,23,15,10,55.5,43.4,1.1
24455,12366,2,lado,32,14,0,18,15,8,53.4,45.4,1.2
33455,12466,3,esquina,32,1,0,31,7,8,61.7,37.6,0.7
33455,12466,5,esquina,32,1,0,31,5,10,59.6,39.1,1.3
33455,12466,4,esquina,32,1,0,31,5,8,59.0,40.5,0.5
33455,12466,5,centro,32,4,0,28,20,10,58.0,41.2,0.8
33455,12466,5,lado,32,9,2,21,15,10,55.5,44.0,0.5
33455,12466,3,centro,32,4,0,28,24,12,55.5,43.4,1.1
33455,12466,4,centro,32,4,0,28,20,12,53.9,45.4,0.7
33455,12466,4,lado,32,11,2,19,15,8,49.1,49.7,1.2
33455,12466,3,lado,32,12,1,19,15,8,47.9,50.9,1.2
34455,12466,4,esquina,32,1,0,31,5,8,63.1,36.2,0.7
34455,12466,5,esquina,32,1,0,31,5,10,61.3,37.8,0.9
34455,12466,4,centro,32,4,0,28,20,12,59.7,39.3,1.0
34455,12466,5,centro,32,4,0,28,20,10,59.5,40.1,0.4
34455,12466,3,esquina,32,1,0,31,7,8,59.3,40.2,0.5
34455,12466,5,lado,32,9,2,21,15,10,53.0,45.8,1.2
34455,12466,3,centro,32,4,0,28,24,12,52.9,46.4,0.7
34455,12466,4,lado,32,11,2,19,15,8,51.4,48.0,0.6
34455,12466,3,lado,32,12,1,19,15,8,51.3,47.0,1.7
