white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
111224,233335,tablas,34.5,2 esquina,31.5,0,9,6
111224,233344,segundo,36.5,1 lado,31.9,1,7,6
111224,233345,segundo,33.0,2 lado,28.3,4,12,6
111224,233355,segundo,31.0,4 esquina,26.8,3,11,6
111224,333335,tablas,34.5,2 esquina,30.1,0,8,6
111224,333344,segundo,32.5,4 esquina,30.2,1,6,6
111224,333345,segundo,31.0,2 esquina,26.4,4,11,6
111224,333355,segundo,29.5,4 esquina,26.9,3,10,6
111225,233355,segundo,36.5,1 lado,31.9,1,7,6
111225,233455,segundo,39.0,2 lado,34.9,1,10,6
111225,234455,segundo,35.5,1 lado,32.6,1,10,6
111225,244455,segundo,36.5,1 lado,31.9,1,7,6
111225,333355,segundo,32.5,5 esquina,30.2,1,6,6
111225,333455,segundo,31.0,2 lado,28.3,1,9,6
111225,334455,segundo,33.0,5 esquina,27.2,1,9,6
111225,344455,segundo,31.0,5 esquina,27.5,1,9,6
111225,444455,segundo,32.5,5 esquina,30.2,1,6,6
111233,223333,segundo,52.5,2 esquina,48.2,1,2,6
111233,233333,segundo,47.5,1 esquina,43.7,1,2,6
111233,333333,segundo,38.0,3 esquina,30.6,1,1,6
111234,223344,tablas,45.5,2 esquina,42.8,0,5,8
111234,223345,tablas,39.5,1 esquina,33.7,0,10,8
111234,223355,tablas,38.5,2 esquina,35.6,0,9,8
111234,233344,tablas,44.0,1 lado,41.3,0,5,8
111234,233345,tablas,38.5,1 esquina,32.4,0,10,8
111234,233355,tablas,38.5,3 esquina,34.3,0,9,8
111234,333344,tablas,43.0,3 esquina,36.1,0,4,8
111234,333345,tablas,39.5,3 esquina,32.1,0,9,8
111234,333355,tablas,35.5,3 esquina,29.4,0,8,8
111235,223355,tablas,45.5,2 esquina,42.8,0,5,8
111235,223455,segundo,49.5,1 esquina,40.2,1,8,8
111235,224455,segundo,40.5,5 esquina,37.4,1,7,8
111235,233355,tablas,44.0,1 lado,41.3,0,5,8
111235,233455,segundo,50.5,1 esquina,40.2,1,8,8
111235,234455,segundo,45.0,1 esquina,37.2,1,8,8
111235,244455,segundo,38.5,5 esquina,35.0,1,7,8
111235,333355,tablas,43.0,3 esquina,36.1,0,4,8
111235,333455,segundo,37.5,1 esquina,33.2,1,7,8
111235,334455,segundo,37.5,1 esquina,32.9,1,7,8
111235,344455,segundo,34.0,1 lado,31.0,1,7,8
111235,444455,segundo,36.0,1 esquina,30.4,1,6,8
111244,223345,tablas,44.5,1 esquina,39.2,0,8,6
111244,223355,tablas,43.0,2 esquina,40.0,0,9,6
111244,223444,tablas,54.0,2 esquina,50.6,0,3,6
111244,224444,segundo,52.5,2 esquina,48.2,1,2,6
111244,233345,tablas,44.5,2 esquina,38.8,0,8,6
111244,233355,tablas,44.5,2 esquina,37.7,0,9,6
111244,233444,tablas,51.5,2 esquina,48.2,0,3,6
111244,234444,segundo,50.5,4 lado,47.6,1,3,6
111244,244444,segundo,47.5,1 esquina,43.7,1,2,6
111244,333345,tablas,44.0,1 esquina,40.6,0,7,6
111244,333355,tablas,41.5,1 esquina,35.2,0,8,6
111244,333444,tablas,47.5,2 esquina,45.2,0,2,6
111244,334444,segundo,48.0,2 esquina,44.9,1,2,6
111244,344444,segundo,47.5,1 esquina,41.9,1,2,6
111244,444444,segundo,38.0,4 esquina,30.6,1,1,6
111245,223455,tablas,58.0,1 esquina,44.8,0,6,8
111245,223555,segundo,49.0,2 esquina,43.9,2,5,8
111245,224455,tablas,45.5,2 esquina,42.8,0,5,8
111245,233455,tablas,56.5,1 esquina,45.1,0,6,8
111245,233555,segundo,47.0,2 esquina,42.8,2,5,8
111245,234455,tablas,53.0,1 esquina,42.1,0,6,8
111245,244455,tablas,44.0,1 lado,41.3,0,5,8
111245,333455,tablas,43.5,5 lado,41.0,0,5,8
111245,333555,segundo,45.5,2 esquina,38.4,2,4,8
111245,334455,tablas,44.5,4 esquina,40.4,0,5,8
111245,344455,tablas,43.0,4 esquina,39.6,0,5,8
111245,444455,tablas,43.0,4 esquina,36.1,0,4,8
111255,223555,tablas,54.0,2 esquina,50.6,0,3,6
111255,224555,tablas,54.0,2 esquina,50.6,0,3,6
111255,225555,segundo,52.5,2 esquina,48.2,1,2,6
111255,233555,tablas,51.5,2 esquina,48.2,0,3,6
111255,234555,tablas,57.0,1 esquina,49.8,0,4,6
111255,235555,segundo,50.5,5 lado,47.6,1,3,6
111255,244555,tablas,51.5,2 esquina,48.2,0,3,6
111255,245555,segundo,50.5,5 lado,47.6,1,3,6
111255,255555,segundo,47.5,1 esquina,43.7,1,2,6
111255,333555,tablas,47.5,2 esquina,45.2,0,2,6
111255,334555,tablas,53.5,5 lado,46.8,0,3,6
111255,335555,segundo,48.0,2 esquina,44.9,1,2,6
111255,344555,tablas,49.5,5 esquina,46.7,0,3,6
111255,345555,segundo,53.5,5 lado,45.6,1,3,6
111255,355555,segundo,47.5,1 esquina,41.9,1,2,6
111255,444555,tablas,47.5,2 esquina,45.2,0,2,6
111255,445555,segundo,48.0,2 esquina,44.9,1,2,6
111255,455555,segundo,47.5,1 esquina,41.9,1,2,6
111255,555555,segundo,38.0,5 esquina,30.6,1,1,6
111333,222334,segundo,49.0,3 esquina,41.9,1,7,4
111333,222335,segundo,49.0,3 esquina,41.9,1,7,4
111333,223334,segundo,44.5,3 esquina,38.8,2,7,4
111333,223335,segundo,44.5,3 esquina,38.8,2,7,4
111334,222345,tablas,43.0,4 esquina,38.4,0,10,6
111334,222355,tablas,47.5,4 esquina,43.2,0,9,6
111334,222444,segundo,51.5,3 esquina,44.7,1,4,6
111334,223345,tablas,38.5,4 esquina,35.8,0,10,6
111334,223355,tablas,49.5,3 esquina,42.7,0,9,6
111334,233345,tablas,40.0,4 esquina,34.5,0,10,6
111334,233355,tablas,44.0,3 esquina,37.6,0,9,6
111334,333345,tablas,43.5,3 esquina,35.7,0,9,6
111334,333355,tablas,38.0,3 esquina,32.5,0,8,6
111335,222455,tablas,47.5,5 esquina,42.4,0,7,6
111335,222555,segundo,51.5,3 esquina,44.7,1,4,6
111335,223455,segundo,49.0,3 esquina,43.9,1,8,6
111335,224455,segundo,48.5,5 esquina,41.1,1,7,6
111335,233455,segundo,48.5,3 esquina,43.4,1,8,6
111335,234455,segundo,44.5,3 esquina,40.8,1,8,6
111335,244455,segundo,43.0,5 esquina,36.3,1,7,6
111335,333455,segundo,39.0,5 esquina,35.2,1,7,6
111335,334455,segundo,40.5,5 esquina,34.0,1,7,6
111335,344455,segundo,36.5,1 lado,31.9,1,7,6
111335,444455,segundo,32.5,5 esquina,30.2,1,6,6
111344,222355,tablas,49.5,4 lado,46.9,0,9,6
111344,222445,segundo,44.5,4 esquina,38.7,4,7,6
111344,223355,tablas,50.5,3 esquina,46.5,0,9,6
111344,223444,tablas,61.0,3 esquina,55.1,0,3,6
111344,224444,segundo,59.0,4 esquina,50.4,1,2,6
111344,233355,tablas,47.0,4 esquina,41.8,0,9,6
111344,233444,tablas,58.0,4 lado,52.8,0,3,6
111344,234444,segundo,58.0,3 esquina,52.1,1,3,6
111344,244444,segundo,52.0,4 esquina,45.0,1,2,6
111344,333355,tablas,47.0,1 esquina,39.9,0,8,6
111344,333444,tablas,53.5,3 esquina,49.3,0,2,6
111344,334444,segundo,52.5,3 esquina,48.2,1,2,6
111344,344444,segundo,47.5,1 esquina,43.7,1,2,6
111344,444444,segundo,38.0,4 esquina,30.6,1,1,6
111345,222455,tablas,52.5,5 esquina,48.2,0,5,8
111345,222555,segundo,51.5,4 esquina,46.8,1,4,8
111345,223455,tablas,62.5,1 esquina,49.9,0,6,8
111345,223555,segundo,54.5,3 esquina,50.8,1,5,8
111345,224455,tablas,51.0,4 esquina,46.6,0,5,8
111345,233455,tablas,61.5,1 esquina,49.7,0,6,8
111345,233555,segundo,56.0,3 esquina,49.4,1,5,8
111345,234455,tablas,59.5,1 esquina,47.4,0,6,8
111345,244455,tablas,45.0,3 esquina,43.0,0,5,8
111345,333455,tablas,51.0,3 esquina,44.5,0,5,8
111345,333555,segundo,47.0,3 esquina,42.1,1,4,8
111345,334455,tablas,45.5,3 esquina,42.8,0,5,8
111345,344455,tablas,44.0,1 lado,41.3,0,5,8
111345,444455,tablas,43.0,4 esquina,36.1,0,4,8
111355,223555,tablas,61.0,5 lado,55.1,0,3,6
111355,224555,tablas,57.0,5 lado,52.3,0,3,6
111355,225555,segundo,59.0,5 esquina,50.4,1,2,6
111355,233555,tablas,58.0,5 lado,52.8,0,3,6
111355,234555,tablas,56.0,3 esquina,53.9,0,4,6
111355,235555,segundo,58.0,3 esquina,52.1,1,3,6
111355,244555,tablas,52.5,5 lado,48.6,0,3,6
111355,245555,segundo,53.0,5 lado,48.6,1,3,6
111355,255555,segundo,52.0,5 esquina,45.0,1,2,6
111355,333555,tablas,53.5,3 esquina,49.3,0,2,6
111355,334555,tablas,54.0,3 esquina,50.6,0,3,6
111355,335555,segundo,52.5,3 esquina,48.2,1,2,6
111355,344555,tablas,51.5,3 esquina,48.2,0,3,6
111355,345555,segundo,50.5,5 lado,47.6,1,3,6
111355,355555,segundo,47.5,1 esquina,43.7,1,2,6
